Brand,Customer Id,Online Order,Order Status,Product Class,Product Id,Product Line,Product Size,Transaction Date,Transaction Date1,Transaction Id,List Price,Product First Sold Date,Profit,Standard Cost
Giant Bicycles,2900,True,Approved,high,11,Standard,medium,October,10-10-2017,2178,1274.93,42560,509.97,764.96
Giant Bicycles,627,True,Approved,high,32,Standard,medium,October,30-10-2017,11273,1179,35667,471.6,707.4
Giant Bicycles,1862,True,Approved,high,32,Standard,medium,October,17-10-2017,14539,1179,38482,471.6,707.4
Giant Bicycles,1039,True,Approved,high,53,Standard,medium,October,30-10-2017,8365,1274.93,34586,509.97,764.96
Giant Bicycles,2407,True,Approved,high,53,Standard,medium,October,23-10-2017,19677,1274.93,38216,509.97,764.96
Giant Bicycles,3080,True,Approved,high,53,Standard,medium,October,28-10-2017,16204,1274.93,39298,509.97,764.96
Giant Bicycles,3311,True,Approved,high,87,Standard,medium,October,26-10-2017,19562,1179,35667,471.6,707.4
Giant Bicycles,3241,True,Approved,high,87,Standard,medium,October,04-10-2017,5771,1179,36367,471.6,707.4
Giant Bicycles,2317,True,Approved,high,4,Standard,medium,September,16-09-2017,15537,1129.13,37659,451.65,677.48
Giant Bicycles,2207,True,Approved,high,4,Standard,medium,September,21-09-2017,9146,1129.13,38258,451.65,677.48
Giant Bicycles,3054,True,Approved,high,4,Standard,medium,September,03-09-2017,3685,1129.13,38573,451.65,677.48
Giant Bicycles,824,True,Approved,high,4,Standard,medium,September,30-09-2017,13636,1129.13,39298,451.65,677.48
Giant Bicycles,1909,True,Approved,high,4,Standard,medium,September,17-09-2017,14295,1129.13,40649,451.65,677.48
Giant Bicycles,165,True,Approved,high,4,Standard,medium,September,27-09-2017,11025,1129.13,40649,451.65,677.48
Giant Bicycles,1288,True,Approved,high,4,Standard,medium,September,21-09-2017,1144,1129.13,40784,451.65,677.48
Giant Bicycles,1724,True,Approved,high,5,Standard,medium,September,18-09-2017,1953,1129.13,33549,451.65,677.48
Giant Bicycles,2307,True,Approved,high,5,Standard,medium,September,03-09-2017,5792,1129.13,38258,451.65,677.48
Giant Bicycles,2603,True,Approved,high,5,Standard,medium,September,07-09-2017,5686,1129.13,38573,451.65,677.48
Giant Bicycles,2204,True,Approved,high,5,Standard,medium,September,22-09-2017,7082,1129.13,38573,451.65,677.48
Giant Bicycles,728,True,Approved,high,11,Standard,medium,September,21-09-2017,13915,1274.93,35378,509.97,764.96
Giant Bicycles,3428,True,Approved,high,11,Standard,medium,September,30-09-2017,1993,1274.93,35378,509.97,764.96
Giant Bicycles,194,True,Approved,high,11,Standard,medium,September,13-09-2017,8483,1274.93,39298,509.97,764.96
Giant Bicycles,540,True,Approved,high,11,Standard,medium,September,17-09-2017,4793,1274.93,39298,509.97,764.96
Giant Bicycles,2576,True,Approved,high,11,Standard,medium,September,26-09-2017,9111,1274.93,39298,509.97,764.96
Giant Bicycles,330,True,Approved,high,32,Standard,medium,September,14-09-2017,3344,1179,34244,471.6,707.4
Giant Bicycles,2494,True,Approved,high,32,Standard,medium,September,07-09-2017,14243,1179,35667,471.6,707.4
Giant Bicycles,993,True,Approved,high,32,Standard,medium,September,12-09-2017,1414,1179,35667,471.6,707.4
Giant Bicycles,1776,True,Approved,high,87,Standard,medium,September,28-09-2017,2685,1179,35667,471.6,707.4
Giant Bicycles,1651,True,Approved,high,87,Standard,medium,September,24-09-2017,19891,1179,36833,471.6,707.4
Norco Bicycles,3065,True,Approved,high,18,Standard,medium,April,30-04-2017,17287,1148.64,38482,459.46,689.18
Norco Bicycles,2312,True,Approved,high,82,Standard,medium,April,29-04-2017,2432,1148.64,33879,459.46,689.18
Norco Bicycles,3179,True,Approved,high,82,Standard,medium,April,06-04-2017,13395,1148.64,34079,459.46,689.18
Norco Bicycles,164,True,Approved,high,82,Standard,medium,April,13-04-2017,10051,1148.64,35667,459.46,689.18
Norco Bicycles,696,True,Approved,high,82,Standard,medium,April,14-04-2017,9590,1148.64,41533,459.46,689.18
Norco Bicycles,3010,True,Approved,high,82,Standard,medium,April,06-04-2017,2070,1148.64,42226,459.46,689.18
Norco Bicycles,41,True,Approved,high,82,Standard,medium,April,15-04-2017,1677,1148.64,42226,459.46,689.18
Norco Bicycles,1881,True,Approved,high,82,Standard,medium,April,21-04-2017,16644,1148.64,42226,459.46,689.18
Norco Bicycles,2014,True,Approved,high,82,Standard,medium,April,22-04-2017,19930,1148.64,42226,459.46,689.18
Norco Bicycles,668,True,Approved,high,82,Standard,medium,April,23-04-2017,10928,1148.64,42226,459.46,689.18
Norco Bicycles,3044,True,Approved,high,82,Standard,medium,August,05-08-2017,10172,1148.64,38339,459.46,689.18
Norco Bicycles,677,True,Approved,high,82,Standard,medium,August,08-08-2017,2143,1148.64,42226,459.46,689.18
Norco Bicycles,1062,True,Approved,high,82,Standard,medium,August,22-08-2017,14708,1148.64,42226,459.46,689.18
Norco Bicycles,975,True,Approved,high,82,Standard,medium,August,28-08-2017,17719,1148.64,42226,459.46,689.18
Norco Bicycles,2999,True,Approved,high,82,Standard,medium,December,22-12-2017,5599,1148.64,35667,459.46,689.18
Norco Bicycles,2085,True,Approved,high,82,Standard,medium,December,03-12-2017,13622,1148.64,42226,459.46,689.18
Norco Bicycles,1602,True,Approved,high,82,Standard,medium,December,23-12-2017,10717,1148.64,42226,459.46,689.18
Norco Bicycles,2698,True,Approved,high,18,Standard,medium,February,01-02-2017,5517,1148.64,42226,459.46,689.18
Norco Bicycles,2505,True,Approved,high,18,Standard,medium,February,04-02-2017,11635,1148.64,42226,459.46,689.18
Norco Bicycles,1146,True,Approved,high,18,Standard,medium,February,21-02-2017,13833,1148.64,42226,459.46,689.18
Norco Bicycles,1220,True,Approved,high,18,Standard,medium,February,23-02-2017,1934,1148.64,42226,459.46,689.18
Norco Bicycles,986,True,Approved,high,82,Standard,medium,February,07-02-2017,19631,1148.64,35667,459.46,689.18
Norco Bicycles,585,True,Approved,high,82,Standard,medium,February,23-02-2017,8090,1148.64,36145,459.46,689.18
Norco Bicycles,1936,True,Approved,high,82,Standard,medium,February,28-02-2017,2264,1148.64,36145,459.46,689.18
Norco Bicycles,1287,True,Approved,high,82,Standard,medium,February,19-02-2017,15284,1148.64,38206,459.46,689.18
Norco Bicycles,2375,True,Approved,high,82,Standard,medium,February,22-02-2017,11076,1148.64,42226,459.46,689.18
Norco Bicycles,1260,True,Approved,high,82,Standard,medium,February,27-02-2017,7561,1148.64,42226,459.46,689.18
Norco Bicycles,2592,True,Approved,high,82,Standard,medium,January,17-01-2017,7255,1148.64,35667,459.46,689.18
Norco Bicycles,3195,True,Approved,high,82,Standard,medium,January,04-01-2017,2523,1148.64,42226,459.46,689.18
Norco Bicycles,780,True,Approved,high,82,Standard,medium,January,10-01-2017,7306,1148.64,42226,459.46,689.18
Norco Bicycles,719,True,Approved,high,82,Standard,medium,January,12-01-2017,13089,1148.64,42226,459.46,689.18
Norco Bicycles,2977,True,Approved,high,82,Standard,medium,January,30-01-2017,6866,1148.64,42226,459.46,689.18
Norco Bicycles,706,True,Approved,high,18,Standard,medium,July,30-07-2017,9055,1148.64,36668,459.46,689.18
Norco Bicycles,645,True,Approved,high,18,Standard,medium,July,16-07-2017,15355,1148.64,42226,459.46,689.18
Norco Bicycles,3147,True,Approved,high,82,Standard,medium,July,07-07-2017,14825,1148.64,38339,459.46,689.18
Norco Bicycles,2249,True,Approved,high,82,Standard,medium,July,07-07-2017,7686,1148.64,42226,459.46,689.18
Norco Bicycles,578,True,Approved,high,18,Standard,medium,June,14-06-2017,5250,1148.64,38339,459.46,689.18
Norco Bicycles,120,True,Approved,high,18,Standard,medium,June,20-06-2017,6069,1148.64,41533,459.46,689.18
Norco Bicycles,1859,True,Approved,high,18,Standard,medium,June,22-06-2017,9564,1148.64,42218,459.46,689.18
Norco Bicycles,979,True,Approved,high,18,Standard,medium,June,03-06-2017,9073,1148.64,42226,459.46,689.18
Norco Bicycles,1497,True,Approved,high,18,Standard,medium,June,03-06-2017,10607,1148.64,42226,459.46,689.18
Norco Bicycles,2241,True,Approved,high,18,Standard,medium,June,09-06-2017,18527,1148.64,42226,459.46,689.18
Norco Bicycles,333,True,Approved,high,82,Standard,medium,June,26-06-2017,12699,1148.64,35667,459.46,689.18
Norco Bicycles,2885,True,Approved,high,82,Standard,medium,June,15-06-2017,16435,1148.64,42226,459.46,689.18
Norco Bicycles,2165,True,Approved,high,82,Standard,medium,June,18-06-2017,9641,1148.64,42226,459.46,689.18
Norco Bicycles,544,True,Approved,high,18,Standard,medium,March,14-03-2017,17366,1148.64,35667,459.46,689.18
Norco Bicycles,3037,True,Approved,high,18,Standard,medium,March,27-03-2017,15985,1148.64,35667,459.46,689.18
Norco Bicycles,996,True,Approved,high,82,Standard,medium,March,09-03-2017,17192,1148.64,33879,459.46,689.18
Norco Bicycles,3285,True,Approved,high,82,Standard,medium,March,19-03-2017,2323,1148.64,38339,459.46,689.18
Norco Bicycles,2877,True,Approved,high,82,Standard,medium,March,08-03-2017,18373,1148.64,42218,459.46,689.18
Norco Bicycles,1947,True,Approved,high,82,Standard,medium,March,13-03-2017,10985,1148.64,42218,459.46,689.18
Norco Bicycles,3433,True,Approved,high,82,Standard,medium,March,14-03-2017,1612,1148.64,42226,459.46,689.18
Norco Bicycles,1722,True,Approved,high,82,Standard,medium,March,19-03-2017,15010,1148.64,42226,459.46,689.18
Norco Bicycles,2705,True,Approved,high,82,Standard,medium,March,19-03-2017,4854,1148.64,42226,459.46,689.18
Norco Bicycles,1295,True,Approved,high,82,Standard,medium,March,29-03-2017,5071,1148.64,42226,459.46,689.18
Norco Bicycles,928,True,Approved,high,18,Standard,medium,May,18-05-2017,19524,1148.64,38482,459.46,689.18
Norco Bicycles,2004,True,Approved,high,82,Standard,medium,May,17-05-2017,14355,1148.64,35667,459.46,689.18
Norco Bicycles,3455,True,Approved,high,82,Standard,medium,May,11-05-2017,9994,1148.64,36145,459.46,689.18
Norco Bicycles,1336,True,Approved,high,82,Standard,medium,May,17-05-2017,4849,1148.64,38206,459.46,689.18
Norco Bicycles,2282,True,Approved,high,82,Standard,medium,May,10-05-2017,11602,1148.64,38339,459.46,689.18
Norco Bicycles,2792,True,Approved,high,82,Standard,medium,May,26-05-2017,4490,1148.64,38339,459.46,689.18
Norco Bicycles,461,True,Approved,high,82,Standard,medium,May,12-05-2017,7138,1148.64,41533,459.46,689.18
Norco Bicycles,1439,True,Approved,high,82,Standard,medium,May,04-05-2017,13320,1148.64,42226,459.46,689.18
Norco Bicycles,1925,True,Approved,high,82,Standard,medium,May,22-05-2017,5560,1148.64,42226,459.46,689.18
Norco Bicycles,1365,True,Approved,high,82,Standard,medium,May,24-05-2017,9707,1148.64,42226,459.46,689.18
Norco Bicycles,516,True,Approved,high,82,Standard,medium,November,01-11-2017,3276,1148.64,42226,459.46,689.18
Norco Bicycles,3248,True,Approved,high,82,Standard,medium,November,02-11-2017,7005,1148.64,42226,459.46,689.18
Norco Bicycles,902,True,Approved,high,82,Standard,medium,November,06-11-2017,2673,1148.64,42226,459.46,689.18
Norco Bicycles,1527,True,Approved,high,82,Standard,medium,November,19-11-2017,7069,1148.64,42226,459.46,689.18
Norco Bicycles,594,True,Approved,high,82,Standard,medium,November,27-11-2017,14598,1148.64,42226,459.46,689.18
Norco Bicycles,2347,True,Approved,high,18,Standard,medium,October,04-10-2017,2912,1148.64,42226,459.46,689.18
Norco Bicycles,420,True,Approved,high,18,Standard,medium,October,14-10-2017,14490,1148.64,42226,459.46,689.18
Norco Bicycles,1340,True,Approved,high,18,Standard,medium,October,25-10-2017,9296,1148.64,42226,459.46,689.18
Norco Bicycles,3089,True,Approved,high,82,Standard,medium,October,20-10-2017,6529,1148.64,34079,459.46,689.18
Norco Bicycles,590,True,Approved,high,82,Standard,medium,October,03-10-2017,19466,1148.64,36145,459.46,689.18
Norco Bicycles,1254,True,Approved,high,82,Standard,medium,October,14-10-2017,7511,1148.64,38482,459.46,689.18
Norco Bicycles,2031,True,Approved,high,82,Standard,medium,October,27-10-2017,14031,1148.64,42226,459.46,689.18
Norco Bicycles,3387,True,Approved,high,82,Standard,medium,October,09-10-2017,11573,1148.64,42710,459.46,689.18
Norco Bicycles,2133,True,Approved,high,18,Standard,medium,September,01-09-2017,10504,1148.64,33879,459.46,689.18
Norco Bicycles,299,True,Approved,high,82,Standard,medium,September,29-09-2017,19156,1148.64,35667,459.46,689.18
Norco Bicycles,2763,True,Approved,high,82,Standard,medium,September,09-09-2017,13051,1148.64,36145,459.46,689.18
Norco Bicycles,1745,True,Approved,high,82,Standard,medium,September,14-09-2017,17854,1148.64,42218,459.46,689.18
Norco Bicycles,1210,True,Approved,high,82,Standard,medium,September,05-09-2017,12581,1148.64,42226,459.46,689.18
Norco Bicycles,2672,True,Approved,high,82,Standard,medium,September,18-09-2017,10143,1148.64,42226,459.46,689.18
OHM Cycles,64,True,Approved,high,0,Standard,medium,April,20-04-2017,1563,227.88,37659,91.15,136.73
OHM Cycles,346,True,Approved,high,6,Standard,medium,April,26-04-2017,1240,227.88,37659,91.15,136.73
OHM Cycles,1400,True,Approved,high,6,Standard,medium,April,03-04-2017,17014,227.88,39298,91.15,136.73
OHM Cycles,1404,True,Approved,high,6,Standard,medium,April,24-04-2017,4470,227.88,39298,91.15,136.73
OHM Cycles,3282,True,Approved,high,25,Standard,medium,April,04-04-2017,14074,2005.66,41009,802.26,1203.4
OHM Cycles,2078,True,Approved,high,40,Standard,medium,April,04-04-2017,19215,1458.17,38750,583.27,874.9
OHM Cycles,1617,True,Approved,high,40,Standard,medium,April,15-04-2017,17982,1458.17,38750,583.27,874.9
OHM Cycles,159,True,Approved,high,40,Standard,medium,April,30-04-2017,12869,1458.17,38750,583.27,874.9
OHM Cycles,1384,True,Approved,high,40,Standard,medium,April,30-04-2017,16433,1458.17,38750,583.27,874.9
OHM Cycles,3157,True,Approved,high,40,Standard,medium,April,20-04-2017,15130,1458.17,38991,583.27,874.9
OHM Cycles,2346,True,Approved,high,51,Standard,medium,April,08-04-2017,1497,2005.66,34071,802.26,1203.4
OHM Cycles,2397,True,Approved,high,51,Standard,medium,April,10-04-2017,6163,2005.66,35470,802.26,1203.4
OHM Cycles,1119,True,Approved,high,51,Standard,medium,April,04-04-2017,10919,2005.66,37823,802.26,1203.4
OHM Cycles,853,True,Approved,high,51,Standard,medium,April,21-04-2017,10550,2005.66,38991,802.26,1203.4
OHM Cycles,2230,True,Approved,high,51,Standard,medium,April,04-04-2017,17142,2005.66,41009,802.26,1203.4
OHM Cycles,140,True,Approved,high,51,Standard,medium,April,30-04-2017,12540,2005.66,41009,802.26,1203.4
OHM Cycles,2679,True,Approved,high,93,Standard,medium,April,12-04-2017,14779,1458.17,38750,583.27,874.9
OHM Cycles,196,True,Approved,high,0,Standard,medium,August,06-08-2017,17926,227.88,37659,91.15,136.73
OHM Cycles,1577,True,Approved,high,0,Standard,medium,August,30-08-2017,6164,227.88,37659,91.15,136.73
OHM Cycles,3137,True,Approved,high,6,Standard,medium,August,02-08-2017,2565,227.88,37659,91.15,136.73
OHM Cycles,1337,True,Approved,high,6,Standard,medium,August,05-08-2017,7297,227.88,37659,91.15,136.73
OHM Cycles,742,True,Approved,high,6,Standard,medium,August,08-08-2017,2193,227.88,37659,91.15,136.73
OHM Cycles,2455,True,Approved,high,6,Standard,medium,August,14-08-2017,14247,227.88,37659,91.15,136.73
OHM Cycles,285,True,Approved,high,6,Standard,medium,August,30-08-2017,13379,227.88,37659,91.15,136.73
OHM Cycles,1450,True,Approved,high,6,Standard,medium,August,31-08-2017,8809,227.88,37659,91.15,136.73
OHM Cycles,2959,True,Approved,high,6,Standard,medium,August,18-08-2017,5955,227.88,38216,91.15,136.73
OHM Cycles,2194,True,Approved,high,6,Standard,medium,August,10-08-2017,18142,227.88,41701,91.15,136.73
OHM Cycles,1154,True,Approved,high,6,Standard,medium,August,21-08-2017,8647,227.88,42560,91.15,136.73
OHM Cycles,1611,True,Approved,high,25,Standard,medium,August,10-08-2017,2059,2005.66,35470,802.26,1203.4
OHM Cycles,695,True,Approved,high,25,Standard,medium,August,13-08-2017,3249,2005.66,41009,802.26,1203.4
OHM Cycles,151,True,Approved,high,40,Standard,medium,August,15-08-2017,17827,1458.17,35052,583.27,874.9
OHM Cycles,155,True,Approved,high,40,Standard,medium,August,03-08-2017,19068,1458.17,38750,583.27,874.9
OHM Cycles,1847,True,Approved,high,40,Standard,medium,August,08-08-2017,1606,1458.17,38750,583.27,874.9
OHM Cycles,2167,True,Approved,high,40,Standard,medium,August,08-08-2017,15239,1458.17,38750,583.27,874.9
OHM Cycles,787,True,Approved,high,40,Standard,medium,August,08-08-2017,3043,1458.17,39427,583.27,874.9
OHM Cycles,2465,True,Approved,high,40,Standard,medium,August,24-08-2017,2916,1458.17,39526,583.27,874.9
OHM Cycles,987,True,Approved,high,51,Standard,medium,August,01-08-2017,11160,2005.66,35470,802.26,1203.4
OHM Cycles,733,True,Approved,high,51,Standard,medium,August,01-08-2017,10135,2005.66,41009,802.26,1203.4
OHM Cycles,439,True,Approved,high,51,Standard,medium,August,27-08-2017,15886,2005.66,41009,802.26,1203.4
OHM Cycles,953,True,Approved,high,51,Standard,medium,August,28-08-2017,9836,2005.66,41009,802.26,1203.4
OHM Cycles,2067,True,Approved,high,51,Standard,medium,August,29-08-2017,16384,2005.66,41009,802.26,1203.4
OHM Cycles,805,True,Approved,high,51,Standard,medium,August,30-08-2017,19045,2005.66,41009,802.26,1203.4
OHM Cycles,2263,True,Approved,high,51,Standard,medium,August,14-08-2017,19087,2005.66,42295,802.26,1203.4
OHM Cycles,559,True,Approved,high,93,Standard,medium,August,11-08-2017,4307,1458.17,35560,583.27,874.9
OHM Cycles,3112,True,Approved,high,93,Standard,medium,August,28-08-2017,11705,1458.17,36498,583.27,874.9
OHM Cycles,234,True,Approved,high,93,Standard,medium,August,03-08-2017,9150,1458.17,38750,583.27,874.9
OHM Cycles,3245,True,Approved,high,93,Standard,medium,August,22-08-2017,15792,1458.17,38750,583.27,874.9
OHM Cycles,1940,True,Approved,high,93,Standard,medium,August,20-08-2017,12211,1458.17,39526,583.27,874.9
OHM Cycles,2210,True,Approved,high,0,Standard,medium,December,03-12-2017,15817,227.88,37659,91.15,136.73
OHM Cycles,2868,True,Approved,high,0,Standard,medium,December,05-12-2017,12552,227.88,37659,91.15,136.73
OHM Cycles,2971,True,Approved,high,0,Standard,medium,December,03-12-2017,12702,227.88,38216,91.15,136.73
OHM Cycles,1944,True,Approved,high,0,Standard,medium,December,25-12-2017,17579,227.88,38258,91.15,136.73
OHM Cycles,69,True,Approved,high,6,Standard,medium,December,10-12-2017,10663,227.88,37659,91.15,136.73
OHM Cycles,768,True,Approved,high,6,Standard,medium,December,13-12-2017,11480,227.88,37659,91.15,136.73
OHM Cycles,2573,True,Approved,high,6,Standard,medium,December,16-12-2017,4196,227.88,37659,91.15,136.73
OHM Cycles,1153,True,Approved,high,6,Standard,medium,December,13-12-2017,9041,227.88,37838,91.15,136.73
OHM Cycles,843,True,Approved,high,6,Standard,medium,December,11-12-2017,5639,227.88,42560,91.15,136.73
OHM Cycles,964,True,Approved,high,25,Standard,medium,December,29-12-2017,18326,2005.66,41009,802.26,1203.4
OHM Cycles,1252,True,Approved,high,40,Standard,medium,December,21-12-2017,11889,1458.17,33455,583.27,874.9
OHM Cycles,799,True,Approved,high,40,Standard,medium,December,20-12-2017,9929,1458.17,34071,583.27,874.9
OHM Cycles,1295,True,Approved,high,40,Standard,medium,December,01-12-2017,19328,1458.17,38750,583.27,874.9
OHM Cycles,1567,True,Approved,high,40,Standard,medium,December,06-12-2017,16158,1458.17,38750,583.27,874.9
OHM Cycles,1886,True,Approved,high,40,Standard,medium,December,06-12-2017,16568,1458.17,38750,583.27,874.9
OHM Cycles,2884,True,Approved,high,40,Standard,medium,December,10-12-2017,11133,1458.17,38750,583.27,874.9
OHM Cycles,2236,True,Approved,high,51,Standard,medium,December,29-12-2017,17320,2005.66,35707,802.26,1203.4
OHM Cycles,3431,True,Approved,high,51,Standard,medium,December,02-12-2017,17029,2005.66,41009,802.26,1203.4
OHM Cycles,1088,True,Approved,high,93,Standard,medium,December,01-12-2017,9990,1458.17,35560,583.27,874.9
OHM Cycles,1242,True,Approved,high,93,Standard,medium,December,13-12-2017,11353,1458.17,36498,583.27,874.9
OHM Cycles,2079,True,Approved,high,93,Standard,medium,December,27-12-2017,10021,1458.17,38750,583.27,874.9
OHM Cycles,1453,True,Approved,high,93,Standard,medium,December,30-12-2017,11701,1458.17,38750,583.27,874.9
OHM Cycles,748,True,Approved,high,0,Standard,medium,February,11-02-2017,17041,227.88,37659,91.15,136.73
OHM Cycles,3320,True,Approved,high,0,Standard,medium,February,16-02-2017,4855,227.88,37659,91.15,136.73
OHM Cycles,237,True,Approved,high,0,Standard,medium,February,22-02-2017,9890,227.88,38258,91.15,136.73
OHM Cycles,3472,True,Approved,high,6,Standard,medium,February,09-02-2017,19772,227.88,38258,91.15,136.73
OHM Cycles,1884,True,Approved,high,6,Standard,medium,February,26-02-2017,1906,227.88,39298,91.15,136.73
OHM Cycles,3334,True,Approved,high,6,Standard,medium,February,15-02-2017,3041,227.88,40649,91.15,136.73
OHM Cycles,2952,True,Approved,high,25,Standard,medium,February,17-02-2017,2228,2005.66,42295,802.26,1203.4
OHM Cycles,353,True,Approved,high,40,Standard,medium,February,11-02-2017,16692,1458.17,33455,583.27,874.9
OHM Cycles,549,True,Approved,high,40,Standard,medium,February,28-02-2017,4710,1458.17,35052,583.27,874.9
OHM Cycles,39,True,Approved,high,40,Standard,medium,February,07-02-2017,5119,1458.17,38750,583.27,874.9
OHM Cycles,3092,True,Approved,high,40,Standard,medium,February,26-02-2017,14379,1458.17,38750,583.27,874.9
OHM Cycles,2273,True,Approved,high,40,Standard,medium,February,14-02-2017,9617,1458.17,39427,583.27,874.9
OHM Cycles,2967,True,Approved,high,51,Standard,medium,February,04-02-2017,12470,2005.66,37220,802.26,1203.4
OHM Cycles,2158,True,Approved,high,51,Standard,medium,February,06-02-2017,3838,2005.66,41009,802.26,1203.4
OHM Cycles,702,True,Approved,high,51,Standard,medium,February,14-02-2017,13170,2005.66,41009,802.26,1203.4
OHM Cycles,53,True,Approved,high,51,Standard,medium,February,20-02-2017,17509,2005.66,41009,802.26,1203.4
OHM Cycles,888,True,Approved,high,51,Standard,medium,February,23-02-2017,2101,2005.66,41009,802.26,1203.4
OHM Cycles,2857,True,Approved,high,51,Standard,medium,February,18-02-2017,18231,2005.66,42295,802.26,1203.4
OHM Cycles,833,True,Approved,high,93,Standard,medium,February,15-02-2017,7136,1458.17,34071,583.27,874.9
OHM Cycles,3123,True,Approved,high,0,Standard,medium,January,10-01-2017,17559,227.88,37659,91.15,136.73
OHM Cycles,911,True,Approved,high,6,Standard,medium,January,04-01-2017,8677,227.88,37659,91.15,136.73
OHM Cycles,1090,True,Approved,high,6,Standard,medium,January,07-01-2017,18643,227.88,37659,91.15,136.73
OHM Cycles,3141,True,Approved,high,6,Standard,medium,January,09-01-2017,17923,227.88,37659,91.15,136.73
OHM Cycles,279,True,Approved,high,6,Standard,medium,January,30-01-2017,4150,227.88,37659,91.15,136.73
OHM Cycles,2181,True,Approved,high,6,Standard,medium,January,30-01-2017,3821,227.88,38258,91.15,136.73
OHM Cycles,1190,True,Approved,high,6,Standard,medium,January,06-01-2017,19005,227.88,39298,91.15,136.73
OHM Cycles,1239,True,Approved,high,6,Standard,medium,January,02-01-2017,3256,227.88,41701,91.15,136.73
OHM Cycles,370,True,Approved,high,40,Standard,medium,January,18-01-2017,19927,1458.17,34071,583.27,874.9
OHM Cycles,2882,True,Approved,high,40,Standard,medium,January,12-01-2017,6166,1458.17,38750,583.27,874.9
OHM Cycles,2911,True,Approved,high,40,Standard,medium,January,15-01-2017,8916,1458.17,38750,583.27,874.9
OHM Cycles,2120,True,Approved,high,40,Standard,medium,January,23-01-2017,11498,1458.17,38750,583.27,874.9
OHM Cycles,1561,True,Approved,high,40,Standard,medium,January,10-01-2017,3703,1458.17,39427,583.27,874.9
OHM Cycles,2615,True,Approved,high,51,Standard,medium,January,15-01-2017,2740,2005.66,33259,802.26,1203.4
OHM Cycles,974,True,Approved,high,51,Standard,medium,January,25-01-2017,4717,2005.66,35707,802.26,1203.4
OHM Cycles,1296,True,Approved,high,51,Standard,medium,January,09-01-2017,12135,2005.66,37823,802.26,1203.4
OHM Cycles,2783,True,Approved,high,51,Standard,medium,January,14-01-2017,15508,2005.66,39915,802.26,1203.4
OHM Cycles,607,True,Approved,high,51,Standard,medium,January,07-01-2017,7242,2005.66,41009,802.26,1203.4
OHM Cycles,187,True,Approved,high,51,Standard,medium,January,18-01-2017,16801,2005.66,41009,802.26,1203.4
OHM Cycles,2601,True,Approved,high,51,Standard,medium,January,18-01-2017,3181,2005.66,41009,802.26,1203.4
OHM Cycles,1450,True,Approved,high,51,Standard,medium,January,19-01-2017,9333,2005.66,41009,802.26,1203.4
OHM Cycles,2309,True,Approved,high,51,Standard,medium,January,21-01-2017,18458,2005.66,41009,802.26,1203.4
OHM Cycles,2970,True,Approved,high,51,Standard,medium,January,22-01-2017,4639,2005.66,41009,802.26,1203.4
OHM Cycles,136,True,Approved,high,0,Standard,medium,July,16-07-2017,17746,227.88,37659,91.15,136.73
OHM Cycles,1989,True,Approved,high,0,Standard,medium,July,09-07-2017,12825,227.88,42560,91.15,136.73
OHM Cycles,1210,True,Approved,high,6,Standard,medium,July,01-07-2017,19678,227.88,37659,91.15,136.73
OHM Cycles,1986,True,Approved,high,6,Standard,medium,July,02-07-2017,18599,227.88,37659,91.15,136.73
OHM Cycles,2539,True,Approved,high,6,Standard,medium,July,14-07-2017,12114,227.88,37838,91.15,136.73
OHM Cycles,3061,True,Approved,high,6,Standard,medium,July,09-07-2017,17962,227.88,42560,91.15,136.73
OHM Cycles,1299,True,Approved,high,40,Standard,medium,July,06-07-2017,2663,1458.17,33455,583.27,874.9
OHM Cycles,105,True,Approved,high,40,Standard,medium,July,31-07-2017,16625,1458.17,33455,583.27,874.9
OHM Cycles,1232,True,Approved,high,40,Standard,medium,July,02-07-2017,15836,1458.17,38750,583.27,874.9
OHM Cycles,18,True,Approved,high,40,Standard,medium,July,05-07-2017,11227,1458.17,38750,583.27,874.9
OHM Cycles,2244,True,Approved,high,40,Standard,medium,July,19-07-2017,19302,1458.17,38750,583.27,874.9
OHM Cycles,1430,True,Approved,high,51,Standard,medium,July,07-07-2017,6325,2005.66,33259,802.26,1203.4
OHM Cycles,58,True,Approved,high,51,Standard,medium,July,31-07-2017,9481,2005.66,37823,802.26,1203.4
OHM Cycles,1547,True,Approved,high,51,Standard,medium,July,09-07-2017,17699,2005.66,39915,802.26,1203.4
OHM Cycles,2072,True,Approved,high,51,Standard,medium,July,09-07-2017,13466,2005.66,39915,802.26,1203.4
OHM Cycles,2237,True,Approved,high,51,Standard,medium,July,30-07-2017,4989,2005.66,39915,802.26,1203.4
OHM Cycles,2717,True,Approved,high,51,Standard,medium,July,04-07-2017,2942,2005.66,41009,802.26,1203.4
OHM Cycles,2366,True,Approved,high,51,Standard,medium,July,09-07-2017,13098,2005.66,41009,802.26,1203.4
OHM Cycles,3033,True,Approved,high,93,Standard,medium,July,25-07-2017,16291,1458.17,38750,583.27,874.9
OHM Cycles,1822,True,Approved,high,6,Standard,medium,June,13-06-2017,2690,227.88,37659,91.15,136.73
OHM Cycles,1889,True,Approved,high,6,Standard,medium,June,21-06-2017,13340,227.88,37659,91.15,136.73
OHM Cycles,653,True,Approved,high,6,Standard,medium,June,01-06-2017,5088,227.88,39298,91.15,136.73
OHM Cycles,1699,True,Approved,high,6,Standard,medium,June,01-06-2017,10590,227.88,39298,91.15,136.73
